Evaluacion,Grado10,Grado20,Grado30,Grado40,Grado50,Grado60,Grado70,Grado80,Grado90,Grado100,Grado110,Grado120,Grado130,Grado140,Grado150,Grado160,Grado170,Grado180,Grado190,Grado200,Grado210,Grado220,Grado230,Grado240,Grado250,Grado260,Grado270,Grado280,Grado290,Grado300,Grado310,Grado320,Grado330,Grado340,Grado350,Grado360,Grado370,Grado380,Grado390,Grado400,Grado410,Grado420,Grado430,Grado440,Grado450,Grado460,Grado470,Grado480,Grado490,Grado500,Grado510,Grado520,Grado530,Grado540,Grado550,Grado560,Grado570,Grado580,Grado590,Grado600,Grado610,Grado620,Grado630,Grado640,Grado650,Grado660,Grado670,Grado680,Grado690,Grado700,Grado710,Grado720,Grado730,Grado740,Grado750,Grado760,Grado770,Grado780,Grado790,Grado800,Grado810,Grado820,Grado830,Grado840,Grado850,Grado860,Grado870,Grado880,Grado890,Grado900,Grado910,Grado920,Grado930,Grado940,Grado950,Grado960,Grado970,Grado980,Grado990,Grado1000
131,900,2700,4400,6900,10700,14500,18500,25200,28900,34400,41500,49100,57400,83200,76200,69200,77700,85900,95600,119800,116300,127700,139800,153900,165800,150600,193400,218500,223400,248600,255600,279900,290000,315600,326600,353000,372900,386100,417500,441800,459900,473000,504000,527100,551400,576100,601000,628400,661000,689300,707500,735700,764300,798800,878200,856400,889400,921700,947100,985300,1.0187e+06,1.0322e+06,1.0832e+06,1.1143e+06,1.1569e+06,1.2008e+06,1.2288e+06,1.2654e+06,1.3023e+06,1.3404e+06,1.3786e+06,1.4266e+06,1.4655e+06,1.5044e+06,1.6353e+06,1.5765e+06,1.6238e+06,1.6685e+06,1.7107e+06,1.7547e+06,1.7905e+06,1.8448e+06,1.8704e+06,2.2647e+06,2.3169e+06,2.328e+06,2.2488e+06,2.3286e+06,2.2598e+06,2.2972e+06,2.2914e+06,2.3304e+06,2.3826e+06,2.4305e+06,2.4824e+06,2.5339e+06,2.5881e+06,2.6435e+06,2.6963e+06,3.3179e+06
132,800,1800,3400,5500,8300,12500,16800,21700,27200,46100,40400,47800,55800,64800,74200,85200,69700,81300,91300,96600,112500,123400,132600,146200,160300,179000,189500,207900,219700,239200,251400,278300,290100,311300,320300,348800,366000,378700,407800,429100,452600,476500,521300,742500,694700,721500,753400,784700,770100,851600,886100,866700,956300,989800,1.0228e+06,1.0395e+06,1.1606e+06,1.1457e+06,1.138e+06,1.2339e+06,1.2444e+06,1.2735e+06,1.2687e+06,1.0935e+06,1.2065e+06,1.2792e+06,1.3288e+06,1.2773e+06,1.28e+06,1.3247e+06,1.2334e+06,1.419e+06,1.456e+06,1.5002e+06,1.536e+06,1.586e+06,1.626e+06,1.6666e+06,1.7064e+06,1.744e+06,1.9709e+06,2.0503e+06,2.1321e+06,1.9493e+06,2.0239e+06,2.042e+06,2.1019e+06,2.1263e+06,2.1965e+06,2.2328e+06,2.2787e+06,2.327e+06,2.3733e+06,2.4319e+06,2.4984e+06,2.6845e+06,3.1709e+06,2.8666e+06,3.2629e+06,3.1005e+06
133,600,1700,1800,3000,7500,5900,8100,31100,12900,20300,19100,39800,46500,53600,60900,68200,76700,99700,95200,105400,116300,127800,148600,152200,165400,186300,193200,208100,230300,239200,266400,272700,298300,308100,333700,353100,365800,393200,443800,441300,450900,482300,504000,527700,551500,576000,601400,627100,654200,688100,712300,736000,764500,799900,838400,858800,945100,1.0678e+06,1.1426e+06,1.1785e+06,1.2764e+06,1.2712e+06,1.2904e+06,1.405e+06,1.4844e+06,1.3395e+06,1.4358e+06,1.3851e+06,1.363e+06,1.342e+06,1.3911e+06,1.4933e+06,1.6835e+06,1.4996e+06,1.8451e+06,1.9263e+06,1.9512e+06,2.0739e+06,2.0817e+06,2.118e+06,2.1238e+06,2.2694e+06,2.2825e+06,2.3308e+06,2.258e+06,2.3045e+06,2.2622e+06,2.1332e+06,2.4832e+06,2.5326e+06,2.6089e+06,2.8437e+06,2.8632e+06,2.7443e+06,2.605e+06,2.5908e+06,2.5886e+06,2.7931e+06,3.2044e+06,3.4108e+06
134,800,2400,3100,4900,7300,10200,13700,17500,22100,26900,32500,38600,44900,52000,59500,67600,76200,95300,95200,105500,116300,127800,139800,152300,165300,186300,193100,207900,238700,239000,250500,277000,285300,309700,321300,348400,373100,380900,407600,431000,451900,467800,497800,520500,539500,579200,603200,626200,652500,679600,712100,736100,764000,798600,822400,858700,883400,921500,937500,986000,1.0187e+06,1.0467e+06,1.0798e+06,1.1265e+06,1.1571e+06,1.1917e+06,1.2282e+06,1.2653e+06,1.3097e+06,1.3827e+06,1.3869e+06,1.5872e+06,1.8182e+06,1.5261e+06,1.7343e+06,1.9248e+06,1.9525e+06,1.8598e+06,1.9432e+06,1.9543e+06,1.8234e+06,1.9585e+06,2.1346e+06,2.3466e+06,2.3953e+06,2.5031e+06,2.6584e+06,2.6592e+06,2.7305e+06,2.7334e+06,2.8436e+06,2.9894e+06,2.9912e+06,3.0545e+06,3.1248e+06,3.0788e+06,3.1735e+06,3.324e+06,3.3925e+06,3.5157e+06
135,900,2200,3700,6200,9200,12700,17100,21900,27500,33500,40600,50300,57800,66100,74500,84600,95000,106600,118800,131700,157600,159500,174400,190100,218000,223600,241500,271200,278800,309900,319200,351600,362400,396000,444700,410300,458000,546500,541400,567700,562300,601400,630900,660000,689900,720700,752300,784900,865000,834600,887200,876000,956200,1.0003e+06,1.0299e+06,1.0755e+06,1.1059e+06,993700,1.2879e+06,1.22e+06,1.2415e+06,1.2611e+06,1.3518e+06,1.3943e+06,1.4164e+06,1.4521e+06,1.5292e+06,1.6229e+06,1.6587e+06,1.6228e+06,1.6725e+06,1.7174e+06,1.7165e+06,1.743e+06,1.8401e+06,1.6865e+06,1.8485e+06,1.8909e+06,1.7928e+06,1.9464e+06,1.7795e+06,1.8247e+06,1.8668e+06,1.9514e+06,1.9824e+06,2.2651e+06,2.2666e+06,2.4207e+06,2.4668e+06,2.5288e+06,2.724e+06,3.1222e+06,2.8826e+06,2.925e+06,3.1604e+06,3.1725e+06,3.2395e+06,3.3022e+06,3.2111e+06,3.0966e+06
136,1200,2100,3200,5300,7400,10300,13700,17500,22100,26900,32300,38400,45300,52300,59500,67400,76000,85300,95100,105500,116400,127800,157200,152400,165500,186900,193300,208100,230500,239100,262600,272500,291700,319000,319200,351300,368700,386100,411100,416700,463500,482800,504100,526300,550400,575000,600300,626500,652700,688200,690700,716000,770400,802600,823500,880600,884200,922100,948000,980000,1.0199e+06,1.0532e+06,1.1056e+06,1.4085e+06,1.4415e+06,1.4866e+06,1.5376e+06,1.5351e+06,1.5803e+06,1.6272e+06,1.6817e+06,1.7359e+06,1.8045e+06,1.847e+06,1.9271e+06,1.9047e+06,1.9813e+06,2.03e+06,2.1269e+06,2.2891e+06,2.1209e+06,2.2258e+06,2.2738e+06,2.3389e+06,2.523e+06,2.5489e+06,2.6008e+06,2.6678e+06,2.7278e+06,2.6953e+06,2.6494e+06,2.6747e+06,2.7311e+06,2.7064e+06,2.826e+06,2.8884e+06,2.8421e+06,2.9008e+06,3.1427e+06,3.2515e+06
137,900,1800,3400,5000,7400,10100,14800,18100,22100,27000,32500,52800,44800,51800,59300,67400,76000,85200,104200,105300,116200,127600,147000,152300,165200,186200,193000,207900,230300,239000,262500,272500,298400,308200,334000,353200,365900,393000,411900,429500,451500,487200,504800,526100,550200,575000,600200,626100,652300,684300,716300,735400,770100,792800,836000,853600,889800,922200,952900,979400,1.0123e+06,1.0758e+06,1.0872e+06,1.1219e+06,1.1581e+06,1.1953e+06,1.229e+06,1.2663e+06,1.3029e+06,1.3478e+06,1.3793e+06,1.4355e+06,1.4603e+06,1.5058e+06,1.5439e+06,1.592e+06,1.6281e+06,1.6709e+06,1.7296e+06,1.751e+06,1.7944e+06,1.8543e+06,1.9247e+06,1.9592e+06,2.4049e+06,2.459e+06,2.5264e+06,2.5483e+06,2.4841e+06,2.7965e+06,2.9686e+06,2.9135e+06,2.9798e+06,3.1476e+06,3.1952e+06,3.1717e+06,3.2373e+06,3.3021e+06,3.0442e+06,2.8562e+06
138,700,1700,3300,5000,7400,10300,13700,17500,21900,27000,32300,38300,44800,51800,61100,69100,77400,85400,95100,105300,116300,127700,139700,152300,173300,179100,193200,215500,223200,246200,255500,279300,290100,315300,326600,352900,373300,386000,413700,435000,457500,472600,504600,616100,548500,583200,595200,621100,647600,674500,750600,739300,766700,801800,825200,861600,943300,958900,960900,985600,1.0123e+06,1.0456e+06,1.0865e+06,1.1207e+06,1.1565e+06,1.1947e+06,1.2283e+06,1.2651e+06,1.305e+06,1.3982e+06,1.3841e+06,1.4182e+06,1.4688e+06,1.4979e+06,1.5549e+06,1.5943e+06,1.7676e+06,2.6089e+06,1.9626e+06,2.4679e+06,2.3358e+06,3.6295e+06,3.6148e+06,2.2833e+06,2.3361e+06,2.2597e+06,2.0835e+06,2.1439e+06,2.1857e+06,2.2844e+06,2.3473e+06,2.416e+06,2.4756e+06,2.5136e+06,2.5619e+06,2.6318e+06,2.6982e+06,2.7388e+06,2.7049e+06,2.7615e+06
139,800,1300,3100,5000,7400,10300,13700,17600,22200,27100,32300,38500,44900,52000,70500,67600,76200,85300,95100,105500,116400,127800,139800,159900,165400,179000,200200,208000,223300,246100,255700,279500,290000,315100,341900,445700,384000,386500,415400,439500,458000,472500,503900,539800,555000,576700,602700,627400,653900,680800,708200,762900,776900,792900,823000,859100,883800,920900,947200,976400,1.0198e+06,1.0523e+06,1.0862e+06,1.1214e+06,1.1495e+06,1.1858e+06,1.2284e+06,1.2649e+06,1.3032e+06,1.3566e+06,1.3874e+06,1.418e+06,1.265e+06,1.562e+06,1.5414e+06,1.589e+06,1.6297e+06,1.6656e+06,1.7159e+06,1.7588e+06,2.0857e+06,2.3637e+06,2.414e+06,2.4243e+06,2.484e+06,2.6486e+06,2.614e+06,2.6794e+06,2.7857e+06,2.8486e+06,2.8931e+06,2.9869e+06,3.0312e+06,3.053e+06,3.1183e+06,3.2671e+06,3.2719e+06,3.3267e+06,3.3296e+06,3.3289e+06
140,700,1900,3500,5300,7300,10200,13500,17500,21900,27000,32500,38300,59000,51800,78300,67400,76100,85300,106500,105300,105300,127700,149200,152400,165300,186100,193200,208100,230700,239100,262600,272500,297300,308000,333600,353100,365800,392900,414200,441000,457300,479800,527400,519500,551500,575300,600700,626700,652900,680100,707400,741700,798600,796700,869300,912600,896100,955100,989800,972200,1.0056e+06,1.0388e+06,1.0934e+06,1.1223e+06,1.1584e+06,1.1965e+06,1.2299e+06,1.2672e+06,1.3048e+06,1.3483e+06,1.381e+06,1.4192e+06,1.4595e+06,1.5221e+06,1.5415e+06,1.5879e+06,1.5775e+06,1.6738e+06,1.7149e+06,1.7582e+06,1.8197e+06,1.8572e+06,1.8938e+06,1.951e+06,2.3603e+06,2.6073e+06,2.5668e+06,2.1387e+06,2.1827e+06,2.2437e+06,2.2891e+06,2.3635e+06,2.5885e+06,2.4348e+06,2.4841e+06,2.5455e+06,2.6208e+06,3.3241e+06,3.3723e+06,3.4954e+06
141,800,1800,3600,5800,8900,12400,17700,23300,43500,33600,40800,48000,56000,65400,74200,84300,107000,106600,118700,131700,145200,159600,174500,190200,218300,230100,248100,272400,278800,321300,275800,274100,305600,308500,336200,345700,365300,392900,413300,428000,457400,479500,502800,527800,552100,575000,606800,629900,654600,680700,707600,736000,764700,799900,823000,859700,909300,1.1754e+06,1.0204e+06,989900,1.1022e+06,1.0535e+06,1.0864e+06,1.1148e+06,1.1496e+06,1.1914e+06,1.2051e+06,1.3524e+06,1.3715e+06,1.4971e+06,1.4335e+06,1.4813e+06,1.4661e+06,1.4979e+06,1.5757e+06,1.6926e+06,1.7308e+06,1.8812e+06,1.756e+06,1.7576e+06,1.8009e+06,1.8489e+06,1.8921e+06,1.9376e+06,1.9898e+06,2.0294e+06,2.0835e+06,2.1468e+06,2.1671e+06,2.2288e+06,2.2726e+06,2.329e+06,2.3801e+06,2.4332e+06,2.4898e+06,2.5445e+06,3.057e+06,3.1462e+06,3.5018e+06,3.5449e+06
142,1000,1800,3400,5600,8700,12600,16800,21800,27200,33500,40800,49700,61300,53200,46200,67900,77500,86000,95600,105600,116300,127700,139800,152300,165300,179000,193200,207900,223400,239200,255600,272500,290100,308200,328400,346400,366000,385800,406800,428300,450100,467200,492900,519300,543400,581900,603700,626700,653100,679700,707400,822800,769700,852000,824700,854100,884200,927400,948800,986800,1.0195e+06,1.047e+06,1.0874e+06,1.4372e+06,1.4113e+06,1.4748e+06,1.5242e+06,1.5553e+06,1.6113e+06,1.6447e+06,1.6726e+06,1.7042e+06,1.7626e+06,1.8537e+06,1.9171e+06,2.0308e+06,2.038e+06,2.0678e+06,1.8846e+06,1.8858e+06,1.8796e+06,2.1088e+06,2.3766e+06,2.4324e+06,2.4817e+06,2.5413e+06,2.6076e+06,2.7099e+06,2.7324e+06,2.8693e+06,2.9021e+06,2.9276e+06,2.9911e+06,3.1201e+06,3.1541e+06,3.2333e+06,3.3056e+06,3.2622e+06,3.2522e+06,3.1367e+06
143,700,2100,3600,6200,9000,12800,17000,21800,27500,33700,40500,48000,56000,64600,91400,84300,95100,106400,118700,143400,145200,159400,174300,201600,208600,199900,215800,209600,238800,239900,265200,272400,297200,308000,333800,345800,372300,392900,406600,428000,456800,479400,502500,531800,539800,604400,601700,628900,653600,679800,720400,736400,770500,793200,826600,1.0233e+06,1.1027e+06,957300,1.062e+06,990300,1.0194e+06,1.0528e+06,1.08e+06,1.1146e+06,1.1562e+06,1.1926e+06,1.241e+06,1.2653e+06,1.3023e+06,1.3458e+06,1.3797e+06,1.4174e+06,1.4579e+06,1.5041e+06,1.5533e+06,1.5912e+06,1.6284e+06,1.6718e+06,1.7178e+06,1.7568e+06,1.801e+06,1.8456e+06,1.8984e+06,1.9367e+06,1.9814e+06,2.0371e+06,2.0848e+06,2.1265e+06,2.1796e+06,2.2593e+06,2.7063e+06,2.9278e+06,2.9775e+06,2.933e+06,3.1188e+06,3.1926e+06,3.2881e+06,3.3172e+06,3.3226e+06,3.4496e+06
144,900,2200,3300,5100,7400,10300,13700,17600,22000,26900,32500,38300,46300,53600,60800,85500,95500,106600,136300,131600,145200,170700,151900,152200,165200,186600,193100,207800,233500,239100,262500,272500,296900,308000,333500,353000,365500,393600,413800,413200,450300,479900,502600,524900,550400,575700,599800,626000,652700,679400,712900,734700,764000,792500,822400,854900,901500,914900,954400,985900,1.0124e+06,1.0357e+06,1.0867e+06,1.1206e+06,1.156e+06,1.1921e+06,1.2279e+06,1.2764e+06,1.2999e+06,1.4925e+06,1.4581e+06,1.4179e+06,1.4634e+06,1.4975e+06,1.545e+06,1.59e+06,1.6355e+06,1.6803e+06,1.7159e+06,1.7585e+06,1.8032e+06,1.8527e+06,2.3809e+06,2.1556e+06,2.3832e+06,2.5329e+06,2.3846e+06,3.2689e+06,2.8636e+06,2.8454e+06,2.9197e+06,3.0163e+06,3.0368e+06,3.0576e+06,3.135e+06,3.25e+06,3.2499e+06,3.3506e+06,3.402e+06,3.4515e+06
145,800,2100,3900,5400,7800,10900,14800,18200,23000,27900,32600,38600,45400,52400,59500,79100,76000,85300,95000,105400,165800,127600,139600,161600,165200,178800,201400,207900,223300,239100,257000,289200,307000,309700,341300,346300,376400,397900,406800,435200,457200,479600,503300,526700,550500,575000,601500,626400,652900,679800,707000,741600,763900,793900,827600,853700,890700,915000,953000,1.0257e+06,1.0126e+06,1.0461e+06,1.0863e+06,1.1214e+06,1.156e+06,1.2099e+06,1.2287e+06,1.2647e+06,1.3022e+06,1.3527e+06,1.379e+06,1.4179e+06,1.4638e+06,1.4989e+06,1.5382e+06,1.586e+06,1.6215e+06,1.698e+06,1.7159e+06,1.7585e+06,1.8283e+06,2.2771e+06,2.3322e+06,2.2597e+06,2.1397e+06,2.3136e+06,2.3625e+06,2.8783e+06,2.6971e+06,2.8025e+06,2.8454e+06,2.9065e+06,2.8857e+06,3.1076e+06,3.1062e+06,3.1807e+06,3.238e+06,3.3266e+06,3.3836e+06,3.5078e+06
146,900,2300,3300,5300,7600,10300,14300,18000,22000,26800,34300,48200,56400,64700,74000,84200,95000,120500,118800,131600,145200,217900,208200,153700,166800,195400,193800,217700,223100,239000,255500,272600,297100,315000,326500,353000,365500,392700,413700,435300,450000,479700,499000,520900,558100,579200,602700,627600,653500,680500,708100,735500,764300,793800,829600,881900,1.0073e+06,1.1504e+06,1.1881e+06,1.2347e+06,1.2751e+06,1.3098e+06,1.3607e+06,1.3679e+06,1.4434e+06,1.5411e+06,1.6294e+06,1.5844e+06,1.6315e+06,1.6778e+06,1.756e+06,1.8073e+06,1.8254e+06,1.9868e+06,1.9347e+06,1.7938e+06,1.7169e+06,1.7606e+06,1.7942e+06,1.759e+06,1.8426e+06,1.8491e+06,1.8941e+06,2.0904e+06,2.0477e+06,2.0398e+06,2.0805e+06,2.211e+06,2.1761e+06,2.2317e+06,2.2317e+06,2.9938e+06,2.9495e+06,2.9903e+06,3.1043e+06,3.1758e+06,3.1592e+06,3.2718e+06,3.4092e+06,3.4588e+06
147,800,2200,4000,6300,9200,10200,13700,17500,21900,27100,32400,52000,46300,53600,61000,68900,76800,85700,117300,106100,116300,127600,139700,152100,174100,178900,193000,216000,223800,247800,255500,280700,289800,315600,326600,353600,373200,386100,423500,438000,450800,480400,502900,526500,554400,575300,600500,628500,652900,729700,718000,745500,766400,793100,822700,859500,883100,920800,946700,985600,1.0186e+06,1.0521e+06,1.0508e+06,1.1148e+06,1.1417e+06,1.1914e+06,1.2375e+06,1.2656e+06,1.3025e+06,1.3399e+06,1.3957e+06,1.4188e+06,1.4579e+06,1.5025e+06,1.5453e+06,1.5799e+06,1.6283e+06,1.6703e+06,1.7149e+06,1.7575e+06,1.8822e+06,1.8566e+06,1.8915e+06,1.9564e+06,1.9905e+06,2.0373e+06,2.0848e+06,2.136e+06,2.3651e+06,2.2345e+06,2.2895e+06,2.3397e+06,3.1646e+06,3.0442e+06,3.1495e+06,3.1707e+06,3.3367e+06,3.3821e+06,3.4299e+06,3.4926e+06
148,900,2300,3200,5500,7600,10400,13800,17700,22000,27200,32700,38600,45100,51900,73100,67500,76200,85300,95100,116300,116300,127700,139800,153900,166900,180600,208600,208500,234800,239100,263500,272400,296800,308000,333500,352800,365400,392700,413400,428200,457000,479400,504300,526500,564700,681600,711800,758800,1.052e+06,854800,886700,866700,965100,993300,1.0224e+06,1.0199e+06,1.115e+06,1.0474e+06,1.1846e+06,1.1326e+06,1.0899e+06,1.1624e+06,1.1182e+06,1.419e+06,1.3951e+06,1.4666e+06,1.5317e+06,1.5857e+06,1.6381e+06,1.6776e+06,1.7379e+06,1.7134e+06,1.717e+06,1.7711e+06,1.6235e+06,1.5993e+06,1.6215e+06,1.7243e+06,1.7759e+06,1.7657e+06,1.8107e+06,1.8624e+06,1.9028e+06,1.9385e+06,1.9863e+06,2.0402e+06,2.078e+06,2.1399e+06,2.2301e+06,2.2235e+06,2.2799e+06,2.3304e+06,2.7898e+06,3.0472e+06,3.1063e+06,3.1728e+06,3.2835e+06,3.3618e+06,3.3352e+06,3.2641e+06
149,800,1900,4200,6300,9200,13300,16900,21900,27400,33800,40900,48500,56200,64700,74300,84100,95000,106500,118800,131700,145200,159500,186500,190200,206500,236600,241300,209500,224800,240600,257000,292400,290500,317400,326800,353300,365500,385800,413600,444600,467600,568900,505800,532500,556800,576900,601500,626900,653500,680000,707600,735600,764600,793500,870900,1.0127e+06,1.0413e+06,969400,963500,1.0662e+06,1.0836e+06,1.0625e+06,1.0883e+06,1.1212e+06,1.1609e+06,1.2242e+06,1.5018e+06,1.586e+06,1.5955e+06,1.646e+06,1.7057e+06,1.7205e+06,1.7617e+06,1.7665e+06,1.8818e+06,1.908e+06,1.9706e+06,2.036e+06,2.1088e+06,2.1401e+06,2.0277e+06,2.1088e+06,2.1484e+06,2.484e+06,2.4862e+06,2.5491e+06,2.5994e+06,2.6757e+06,2.7786e+06,2.7937e+06,3.0327e+06,3.1611e+06,2.9757e+06,2.9018e+06,2.9992e+06,3.0576e+06,3.1186e+06,3.314e+06,3.0718e+06,3.1667e+06
150,900,1700,3200,5100,7400,10300,13700,35500,13400,27000,32700,38900,44900,51700,59300,67300,86700,85200,95100,105400,116200,127700,139600,152100,172300,179100,193300,260000,223800,239700,265500,273100,299100,316600,327400,354700,366300,386500,421700,436900,450700,472900,504700,527800,552400,576500,613400,628100,654600,708500,835000,867700,900700,935400,958400,878700,887500,923400,994000,981100,1.02e+06,1.0534e+06,1.0882e+06,1.1224e+06,1.1574e+06,1.1935e+06,1.2301e+06,1.2668e+06,1.3139e+06,1.3419e+06,1.392e+06,1.4291e+06,1.6302e+06,1.5011e+06,1.5472e+06,1.5886e+06,1.6494e+06,2.1235e+06,2.2092e+06,2.2555e+06,2.3237e+06,2.3874e+06,2.4695e+06,2.4849e+06,2.5331e+06,2.5778e+06,2.6212e+06,2.6151e+06,2.6561e+06,3.0384e+06,2.9049e+06,2.6595e+06,2.8147e+06,2.5539e+06,2.6707e+06,2.9127e+06,2.9708e+06,2.8836e+06,3.1739e+06,3.2164e+06
151,1500,3300,3400,9200,7700,10300,13700,32900,21900,45300,67600,38700,60100,47700,146500,75000,77000,106700,95000,106200,117100,129400,247100,302300,336900,368200,287200,384700,617500,472900,507900,531700,471200,410600,435600,461000,505600,559600,508100,547100,575700,602600,517300,864600,708500,727400,789700,844900,818000,851600,906100,923200,957400,1.0297e+06,880400,895200,884700,922400,947800,986800,1.0199e+06,1.0559e+06,1.0826e+06,1.1231e+06,1.1574e+06,1.2548e+06,1.24e+06,1.2787e+06,1.3156e+06,1.3507e+06,1.3955e+06,1.4287e+06,1.4314e+06,1.4981e+06,1.5453e+06,1.6006e+06,1.6112e+06,1.652e+06,1.7214e+06,1.7606e+06,1.8031e+06,1.8466e+06,2.1362e+06,1.9423e+06,1.9914e+06,2.2883e+06,2.5178e+06,2.5503e+06,2.7468e+06,2.7885e+06,3.1807e+06,2.9154e+06,2.956e+06,2.8621e+06,2.8687e+06,2.804e+06,3.0131e+06,2.9899e+06,3.3944e+06,3.4717e+06
152,900,2300,3200,5100,7300,10200,13600,17400,21900,41400,32600,38300,44900,51700,59300,68900,76700,76300,103200,125000,116300,127800,139800,162700,165400,179100,200600,208000,223400,239100,255600,279600,290100,315300,333800,346100,372800,393200,406900,435300,457500,480100,512300,531700,551000,576900,600500,626400,653000,679900,713300,735500,763500,798900,822400,852600,890100,1.0761e+06,956800,979600,1.019e+06,1.0522e+06,1.0864e+06,1.1213e+06,1.1561e+06,1.1914e+06,1.2277e+06,1.2768e+06,1.3035e+06,1.342e+06,1.3864e+06,1.4181e+06,1.4636e+06,1.5064e+06,1.5691e+06,2.0636e+06,1.6871e+06,1.7189e+06,1.7208e+06,1.7591e+06,1.8029e+06,2.345e+06,2.4693e+06,2.214e+06,2.501e+06,2.5522e+06,2.5703e+06,2.6035e+06,2.6719e+06,2.6988e+06,2.7898e+06,2.9433e+06,2.5488e+06,2.4568e+06,2.4955e+06,2.5507e+06,2.5996e+06,3.0802e+06,3.2408e+06,3.3937e+06
153,700,2200,3400,5400,7500,10400,13800,17600,22100,27100,33700,39200,44900,66200,59300,67500,76100,85300,95000,116200,116300,127600,139700,160700,165200,178800,201100,207900,231100,287000,264900,272500,298100,308100,411700,432400,468300,493800,408300,429700,451700,518900,496000,519500,543300,582100,614700,627300,659200,679800,707100,730100,763500,792600,822300,859100,883300,921000,946900,979700,1.0189e+06,1.0525e+06,1.086e+06,1.1342e+06,1.1585e+06,1.1932e+06,1.2292e+06,1.2656e+06,1.5717e+06,1.6566e+06,1.6847e+06,1.7879e+06,1.8239e+06,1.8744e+06,1.9247e+06,1.985e+06,2.0374e+06,2.1192e+06,1.869e+06,2.0237e+06,2.0722e+06,2.0761e+06,2.0187e+06,2.2099e+06,2.2486e+06,2.3737e+06,1.8207e+06,2.5578e+06,2.5061e+06,2.5002e+06,2.5377e+06,2.7167e+06,2.7701e+06,2.9798e+06,2.7433e+06,3.0668e+06,3.2201e+06,3.3591e+06,3.2446e+06,3.3752e+06
154,800,1800,3200,5300,7800,10500,13800,17600,22000,26900,32500,38500,45000,51800,51200,69200,77900,87000,96000,120300,116300,127800,139700,161300,165300,179100,200700,208100,230200,239000,262300,272500,302000,317300,326600,353000,365600,393000,413800,441300,436500,479400,503300,526100,550400,575700,600300,626400,653100,686600,733100,743700,764500,793300,829800,855100,918700,916600,954200,986000,1.0149e+06,1.246e+06,1.3019e+06,1.2157e+06,1.2702e+06,1.3082e+06,1.2398e+06,1.2819e+06,1.3103e+06,1.341e+06,1.3787e+06,1.4182e+06,1.4758e+06,1.5048e+06,1.539e+06,1.5796e+06,1.6506e+06,1.6804e+06,1.7138e+06,1.7578e+06,1.8075e+06,1.8469e+06,1.891e+06,1.9401e+06,1.9918e+06,2.0346e+06,2.0854e+06,2.1279e+06,2.1812e+06,2.4609e+06,2.2818e+06,2.3307e+06,2.382e+06,2.434e+06,2.4879e+06,2.5472e+06,2.5893e+06,2.6536e+06,2.9562e+06,2.7734e+06
155,700,1800,3400,5100,25700,10400,13700,17800,22900,20300,33600,39800,45500,51900,59300,67400,87900,85300,95000,105400,116200,139300,139600,152100,172600,179100,193200,215000,223200,246200,255500,279500,290000,315100,326600,352700,373100,404200,464200,440700,450000,480100,502600,526300,550400,575000,600600,626400,652800,679800,713300,735000,763700,798800,823400,854000,884100,920900,946400,985000,1.0184e+06,1.0543e+06,1.0891e+06,1.1204e+06,1.1561e+06,1.1926e+06,1.2366e+06,1.2965e+06,1.3044e+06,1.3417e+06,1.3834e+06,1.4259e+06,1.5705e+06,1.8336e+06,1.8923e+06,1.9841e+06,2.0367e+06,2.0895e+06,2.1435e+06,2.1978e+06,2.3103e+06,2.2667e+06,2.3356e+06,2.4354e+06,2.5505e+06,2.573e+06,2.6119e+06,2.7056e+06,2.7406e+06,2.7615e+06,2.7644e+06,3.0197e+06,3.046e+06,3.2015e+06,3.1342e+06,3.1837e+06,3.6524e+06,3.3161e+06,3.4732e+06,3.5138e+06
156,800,2400,3300,5000,7400,10300,13600,17600,22000,27000,32700,38400,45100,69900,59400,67600,76200,85300,95100,115600,116300,127700,139700,152400,165200,178900,208400,208100,231700,239200,262500,272500,297000,308200,333700,361200,366300,436200,416800,428200,450300,480900,503700,527200,551400,576400,619100,617800,656000,680100,707000,735100,775400,793100,822600,858700,882900,920600,952800,978900,1.0189e+06,1.0452e+06,1.0877e+06,1.1208e+06,1.1581e+06,1.1926e+06,1.2281e+06,1.2647e+06,1.3021e+06,1.3403e+06,1.3848e+06,1.4213e+06,1.4716e+06,1.5091e+06,1.5577e+06,1.5807e+06,1.6215e+06,1.672e+06,1.7163e+06,1.7579e+06,1.7828e+06,1.854e+06,1.8921e+06,1.9439e+06,1.9837e+06,2.0303e+06,2.0852e+06,2.1268e+06,2.18e+06,2.229e+06,2.2781e+06,2.3293e+06,2.4289e+06,2.4491e+06,2.4823e+06,2.537e+06,2.5872e+06,2.6449e+06,2.7078e+06,2.7501e+06
